title,authors,subjects,category,rating,ratings_count,price,year,source,rating_numeric,ratings_count_numeric,content
The Illustrated Man,Ray Bradbury,American Science fiction | Science fiction | English Short stories | Tattooing | Magic | Storytelling | American Fantasy fiction | American Horror stories | Fiction | Prejudice,fiction,4.1025643,39,Not Available,1951,Open Library API,4.1025643,39.0,The Illustrated Man Ray Bradbury American Science fiction | Science fiction | English Short stories | Tattooing | Magic | Storytelling | American Fantasy fiction | American Horror stories | Fiction | Prejudice fiction
Literacy World Fiction,Judy Waite,English language readers | Fiction | For National Curriculum Key Stage 2,fiction,4.0,4,Not Available,1998,Open Library API,4.0,4.0,Literacy World Fiction Judy Waite English language readers | Fiction | For National Curriculum Key Stage 2 fiction
PM Fiction Plus,"Randell, Beverley",Seashore animals | Juvenile fiction | Seashore plants | Grandparent and child | Seashore | Fiction | Grandmothers | Readers | Dogs,fiction,,,Not Available,1999,Open Library API,,,"PM Fiction Plus Randell, Beverley Seashore animals | Juvenile fiction | Seashore plants | Grandparent and child | Seashore | Fiction | Grandmothers | Readers | Dogs fiction"
Women and Fiction,"Susan Cahill, Kate Chopin, CAHILL, Susan, edited by, Susan (edited by) Cahill","Women authors | Biography | Women in literature | Women and literature | Short stories | Women, fiction | Children's fiction | American Short stories | Écrivaines | Biographies",fiction,4.0,2,Not Available,1975,Open Library API,4.0,2.0,"Women and Fiction Susan Cahill, Kate Chopin, CAHILL, Susan, edited by, Susan (edited by) Cahill Women authors | Biography | Women in literature | Women and literature | Short stories | Women, fiction | Children's fiction | American Short stories | Écrivaines | Biographies fiction"
Who Goes There?,"John W. Campbell, William F. Nolan","American Science fiction | Fiction | Horror | Mystery | Science Fiction & Fantasy | Science Fiction | Antarctica, fiction | Fiction, science fiction, space opera | Fiction, science fiction, general | Fiction, suspense",fiction,3.75,4,Not Available,1948,Open Library API,3.75,4.0,"Who Goes There? John W. Campbell, William F. Nolan American Science fiction | Fiction | Horror | Mystery | Science Fiction & Fantasy | Science Fiction | Antarctica, fiction | Fiction, science fiction, space opera | Fiction, science fiction, general | Fiction, suspense fiction"
Understanding fiction -- Second Edition,"Cleanth Brooks, Robert Penn Warren, Francis Parkman, Christopher Sykes, Mark Twain, Peter Quennell, Hanson Weightman Baldwin, Rudyard Kipling, James Thurber, Shirley Jackson, Irwin Shaw, O. Henry, John Collier, Guy de Maupassant, Ambrose Bierce, Eudora Welty, Ray Bradbury, Ring Lardner, Isaac Babel, Luigi Pirandello, Stephen Crane, Bret Harte, James Joyce, Frank O'Connor, Антон Павлович Чехов, D. H. Lawrence, James Purdy - undifferentiated, Caroline Gordon, Mary Mc Carthy, Carson McCullers, Honoré de Balzac, Jesse Stuart, Ernest Hemingway, Katherine Mansfield, Sherwood Anderson, Albert Camus, William Faulkner, Flannery O'Connor, Franz Kafka, William Sansom, Colette, Saul Bellow, Dylan Thomas, Thomas Wolfe, F. Scott Fitzgerald, Truman Capote, Angus Wilson, Isak Dinesen, Joseph Conrad, Dino Buzzati, Marcel Aymé, Thomas Mann, John Cheever, Katherine Anne Porter",History and criticism | Short stories | Fiction | tradition | change | death | allegory | nonlinear narrative | gentleman's agreements | recluses,fiction,,,Not Available,1959,Open Library API,,,"Understanding fiction -- Second Edition Cleanth Brooks, Robert Penn Warren, Francis Parkman, Christopher Sykes, Mark Twain, Peter Quennell, Hanson Weightman Baldwin, Rudyard Kipling, James Thurber, Shirley Jackson, Irwin Shaw, O. Henry, John Collier, Guy de Maupassant, Ambrose Bierce, Eudora Welty, Ray Bradbury, Ring Lardner, Isaac Babel, Luigi Pirandello, Stephen Crane, Bret Harte, James Joyce, Frank O'Connor, Антон Павлович Чехов, D. H. Lawrence, James Purdy - undifferentiated, Caroline Gordon, Mary Mc Carthy, Carson McCullers, Honoré de Balzac, Jesse Stuart, Ernest Hemingway, Katherine Mansfield, Sherwood Anderson, Albert Camus, William Faulkner, Flannery O'Connor, Franz Kafka, William Sansom, Colette, Saul Bellow, Dylan Thomas, Thomas Wolfe, F. Scott Fitzgerald, Truman Capote, Angus Wilson, Isak Dinesen, Joseph Conrad, Dino Buzzati, Marcel Aymé, Thomas Mann, John Cheever, Katherine Anne Porter History and criticism | Short stories | Fiction | tradition | change | death | allegory | nonlinear narrative | gentleman's agreements | recluses fiction"
The Underground Railroad,Colson Whitehead,FICTION / African American / General | History | Underground Railroad | Fiction | Fugitive slaves | Historical fiction | FICTION / Literary | FICTION / Historical | Literary | Historical,fiction,3.98,50,Not Available,2000,Open Library API,3.98,50.0,The Underground Railroad Colson Whitehead FICTION / African American / General | History | Underground Railroad | Fiction | Fugitive slaves | Historical fiction | FICTION / Literary | FICTION / Historical | Literary | Historical fiction
Linden Hills,Gloria Naylor,"African American families | African Americans | Fiction | Middle class | Domestic fiction | Fiction, general | United states, fiction | Families",fiction,5.0,1,Not Available,1985,Open Library API,5.0,1.0,"Linden Hills Gloria Naylor African American families | African Americans | Fiction | Middle class | Domestic fiction | Fiction, general | United states, fiction | Families fiction"
"Detransition, Baby",Torrey Peters,"Fiction, women | Transgender women | Fiction | Transgender people | Man-woman relationships | Sexual minorities | Sexual minorities' families | Transsexuals | Man-woman relationship",fiction,3.7142856,7,Not Available,2021,Open Library API,3.7142856,7.0,"Detransition, Baby Torrey Peters Fiction, women | Transgender women | Fiction | Transgender people | Man-woman relationships | Sexual minorities | Sexual minorities' families | Transsexuals | Man-woman relationship fiction"
"The Best from Fantasy and Science Fiction (series, needs splitting)",Edward L. Ferman,"Science fiction | Fantasy fiction | American Science fiction | American Fantasy fiction | Fiction, science fiction, general",fiction,,,Not Available,1973,Open Library API,,,"The Best from Fantasy and Science Fiction (series, needs splitting) Edward L. Ferman Science fiction | Fantasy fiction | American Science fiction | American Fantasy fiction | Fiction, science fiction, general fiction"
How fiction works,James Wood,"Fiction | Authorship | Technique | History and criticism | Fiction, technique | New York Times reviewed | Pn3331 .w67 2008 | 808.3 | Fiction, history and criticism",fiction,4.0,4,Not Available,2008,Open Library API,4.0,4.0,"How fiction works James Wood Fiction | Authorship | Technique | History and criticism | Fiction, technique | New York Times reviewed | Pn3331 .w67 2008 | 808.3 | Fiction, history and criticism fiction"
An introduction to literature,Sylvan Barnet,Literature -- Collections.,fiction,3.7142856,7,Not Available,1977,Open Library API,3.7142856,7.0,An introduction to literature Sylvan Barnet Literature -- Collections. fiction
Documentary,Erik Barnouw,"Documentary films | History and criticism | Moving-pictures, Documentary | History | Documentário | Histoire et critique | Films documentaires | 24.32 history of film art | Documentaires | História do cinema",fiction,,,Not Available,1974,Open Library API,,,"Documentary Erik Barnouw Documentary films | History and criticism | Moving-pictures, Documentary | History | Documentário | Histoire et critique | Films documentaires | 24.32 history of film art | Documentaires | História do cinema fiction"
Narrative fiction,Shlomith Rimmon-Kenan,Narration (Rhetoric) | Literary Criticism | Nonfiction | Philosophy | Fiction | Literature | Tekstanalyse | Verteltheorie | Fictie | Narration,fiction,,,Not Available,1983,Open Library API,,,Narrative fiction Shlomith Rimmon-Kenan Narration (Rhetoric) | Literary Criticism | Nonfiction | Philosophy | Fiction | Literature | Tekstanalyse | Verteltheorie | Fictie | Narration fiction
Neuromancer,William Gibson,Information superhighway | Computer hackers | Conspiracies | Open Library Staff Picks | Ciencia-ficción | Fiction | Science fiction | Business intelligence | Nervous system | Wounds and injuries,fiction,4.0625,80,Not Available,1984,Open Library API,4.0625,80.0,Neuromancer William Gibson Information superhighway | Computer hackers | Conspiracies | Open Library Staff Picks | Ciencia-ficción | Fiction | Science fiction | Business intelligence | Nervous system | Wounds and injuries fiction
"Fact, fiction and forecast",Nelson Goodman,"Addresses, essays, lectures | Conditionals (Logic) | Forecasting | Induction (Logic) | Logic | Philosophy | Possibility | Prediction (Logic) | Science | Mind & Body",fiction,,,Not Available,1954,Open Library API,,,"Fact, fiction and forecast Nelson Goodman Addresses, essays, lectures | Conditionals (Logic) | Forecasting | Induction (Logic) | Logic | Philosophy | Possibility | Prediction (Logic) | Science | Mind & Body fiction"
Three Genres,Stephen Minot,"Technique | Poetics | Fiction | Drama | Creative writing | Authorship | Fiction, technique | Literary form | Technocracy | Politics and government",fiction,4.0,2,Not Available,1965,Open Library API,4.0,2.0,"Three Genres Stephen Minot Technique | Poetics | Fiction | Drama | Creative writing | Authorship | Fiction, technique | Literary form | Technocracy | Politics and government fiction"
The Longman anthology of detective fiction,"Deane Mansfield-Kelley, Lois A. Marchino","American Detective and mystery stories | English Detective and mystery stories | Popular literature | History and criticism | Detective and mystery stories, history and criticism | Popular literature, history and criticism",fiction,,,Not Available,2005,Open Library API,,,"The Longman anthology of detective fiction Deane Mansfield-Kelley, Lois A. Marchino American Detective and mystery stories | English Detective and mystery stories | Popular literature | History and criticism | Detective and mystery stories, history and criticism | Popular literature, history and criticism fiction"
The Forever War,Joe Haldeman,"Aging | Hugo Award Winner | Fiction in English | Aging in fiction | Space and time | Fiction | Space and time in fiction | Space warfare | Science fiction comic books, strips | award:hugo_award=1976",fiction,4.101124,89,Not Available,1974,Open Library API,4.101124,89.0,"The Forever War Joe Haldeman Aging | Hugo Award Winner | Fiction in English | Aging in fiction | Space and time | Fiction | Space and time in fiction | Space warfare | Science fiction comic books, strips | award:hugo_award=1976 fiction"
The Big Book of Science Fiction,"Ann VanderMeer, Jeff VanderMeer",Science fiction | Anthhology | Anthologies (multiple authors) | American Short stories | English Short stories | English fiction | English literature | Fiction | FICTION / Anthologies (multiple authors) | FICTION / Science Fiction,fiction,3.0,1,Not Available,2016,Open Library API,3.0,1.0,"The Big Book of Science Fiction Ann VanderMeer, Jeff VanderMeer Science fiction | Anthhology | Anthologies (multiple authors) | American Short stories | English Short stories | English fiction | English literature | Fiction | FICTION / Anthologies (multiple authors) | FICTION / Science Fiction fiction"
How to live safely in a science fictional universe,Charles Yu,Time travel | Fathers and sons | Space and time | Fiction,fiction,2.7777777,9,Not Available,2010,Open Library API,2.7777777,9.0,How to live safely in a science fictional universe Charles Yu Time travel | Fathers and sons | Space and time | Fiction fiction
Lord of Light,Roger Zelazny,"Fiction | Hindu Gods | Hugo Award Winner | Space colonies | award:hugo_award=1968 | award:hugo_award=novel | Philosophy | Literature | Fiction, science fiction, general | American Science fiction",fiction,3.6774194,31,Not Available,1967,Open Library API,3.6774194,31.0,"Lord of Light Roger Zelazny Fiction | Hindu Gods | Hugo Award Winner | Space colonies | award:hugo_award=1968 | award:hugo_award=novel | Philosophy | Literature | Fiction, science fiction, general | American Science fiction fiction"
Youth,Isaac Asimov,"Fiction, science fiction, general",fiction,,,Not Available,2010,Open Library API,,,"Youth Isaac Asimov Fiction, science fiction, general fiction"
Fiction 100,James H. Pickering,Short stories | Anthologies | English textbooks | Textbooks,fiction,,,Not Available,1978,Open Library API,,,Fiction 100 James H. Pickering Short stories | Anthologies | English textbooks | Textbooks fiction
